time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.6000000000000028,-1.98725966588,-0.654569022109,21.6940507847,6.17237210254,0.094495358529,0.0,-1.86755421405,-0.98200751977,5.67518839211,-0.120875834428,-0.0206781157124,0.0,440.9103796072031,439.062273505027,440.48049219646805,439.9665545495819
3.660000000000003,-2.10108944901,-0.715512255285,22.0348204558,6.16533645654,0.0931732207763,0.0,-1.92668162274,-1.05005614543,5.68362168062,-0.110871114547,-0.0248988203196,0.0,442.2530637211194,441.9051912110506,442.69639828023037,443.5065912892641
3.720000000000003,-2.21852200676,-0.780755730968,22.3768544854,6.15886055147,0.0911717815252,0.0,-1.98759899887,-1.12530737645,5.71720317034,-0.102624520675,-0.06132715353,0.0,452.7319109173639,449.79004097849963,450.3160975714146,450.9727099973519
3.780000000000003,-2.33966893935,-0.850768560438,22.721950096,6.15229893882,0.0872172274791,0.0,-2.05026766411,-1.20902400414,5.78551686449,-0.12831723943,-0.0771561250771,0.0,462.9640774694623,461.7135721130815,463.3982850343434,461.36332909424596
3.840000000000003,-2.4642932954,-0.925620977402,23.0687244735,6.14441254119,0.0827125544659,0.0,-2.1035345423,-1.28673189068,5.77357276263,-0.138550730995,-0.0712175702531,0.0,437.3994992576208,437.88936008159834,438.8470885525804,437.9804209253605
3.900000000000003,-2.59228299618,-1.00567958108,23.4176251135,6.13603136206,0.0781710075656,0.0,-2.16235733232,-1.38265671358,5.8558561564,-0.142057276188,-0.0866108312843,0.0,468.97776418130377,467.7760720354229,467.2840016839612,466.9934239490546
3.960000000000003,-2.7237481989,-1.0917253599,23.7718446664,6.12761574545,0.0730466623751,0.0,-2.21929766001,-1.48631875126,5.95078798292,-0.136892535519,-0.0830998724609,0.0,472.70728283747223,472.9722915774973,472.54185467522404,472.9228916509584
4.020000000000002,-2.85824090673,-1.18352803172,24.1277172167,6.1190842599,0.0678598286584,0.0,-2.26343974973,-1.57448562473,5.91168862778,-0.155732072869,-0.0941554765528,0.0,432.4135072256753,431.47447347046847,432.84768329099353,431.2391044128347
4.080000000000001,-2.99548448266,-1.28120992477,24.4838693603,6.10937666958,0.0617923520226,0.0,-2.31082822142,-1.68242994407,5.95959282437,-0.178043499501,-0.121096671519,0.0,460.7929959510186,458.6489039790673,460.64106249639525,458.8484658433267
4.14,-3.13528481345,-1.38505442065,24.8400130732,6.09853778756,0.054411797315,0.0,-2.3486650265,-1.77996484547,5.91193214353,-0.186435473444,-0.127134100965,0.0,429.7347678231502,429.20825133431043,430.978480199653,430.2356251993498
